P32234	GO:0005525
B1NF18	GO:0047055
B1NF19	GO:0047052
B1NF20	GO:0047053
Q6QNI4	GO:0016709
O65787	GO:0004497
Q9LW27	GO:0010298
Q9XHE7	GO:0018674
Q9XHE6	GO:0018674
Q9XHE8	GO:0018675
A3A871	GO:0036201
H1A988	GO:0016709
H1A981	GO:0016709
Q6Z6D6	GO:0004497
Q69XM6	GO:0004497
B9X287	GO:0004497
O48786	GO:0008395
Q9ZSY9	GO:0016829
Q8VWZ7	GO:0016709
D1MI46	GO:0016709
Q6YTF5	GO:0004497
Q6Z5I7	GO:0004497
Q69X58	GO:0036202
Q69X58	GO:0004497
Q6YTF1	GO:0036202
Q6YTF1	GO:0004497
Q9M7B8	GO:0004497
Q9M7B7	GO:0004497
Q6J541	GO:0004497
Q6J540	GO:0004497
Q949U1	GO:0016709
Q9FUY7	GO:0016709
Q9SP06	GO:0050593
O65790	GO:0004497
Q0WTF4	GO:0004497
Q9SZU1	GO:0004497
O49394	GO:0004497
Q9SZ46	GO:0004497
Q9LSF8	GO:0097008
Q9LSF8	GO:0097007
P48421	GO:0016709
O65782	GO:0016709
Q42600	GO:0004497
F4JW83	GO:0004497
Q9FMA5	GO:0004497
Q8GSQ1	GO:0004497
Q940V4	GO:0004497
P48422	GO:0018685
O23066	GO:0018685
Q9LMM1	GO:0018685
Q9CAD6	GO:0018685
O80823	GO:0018685
Q9UKL3	GO:0005123
Q9UKL3	GO:0032184
Q9UKL3	GO:0003714
Q9WUF3	GO:0008656
Q9WUF3	GO:0042802
Q9WUF3	GO:0002020
O64989	GO:0010012
Q9M066	GO:0016709
Q94IA6	GO:0016709
Q9SWR5	GO:0033770
Q9SXS3	GO:0033770
Q9SMP5	GO:0052694
Q9ZUX1	GO:0018685
Q9FVS9	GO:0080133
O22203	GO:0042802
O22203	GO:0004497
O22203	GO:0046409
Q9CA61	GO:0072548
Q9CA61	GO:0072551
Q9CA61	GO:0072549
Q9CA61	GO:0072552
Q9CA61	GO:0072532
Q9CA61	GO:0072547
Q9CA61	GO:0072550
Q9CA60	GO:0072548
Q9CA60	GO:0072549
Q9CA60	GO:0072547
Q0JF01	GO:0036209
Q5APD4	GO:0008168
Q8N6N3	GO:0044822
Q8NDD1	GO:0044822
C6ZJQ2	GO:0030550
P85886	GO:0030550
W5EP13	GO:0047538
P50982	GO:0030550
P54289	GO:0005245
P54290	GO:0005245
Q9NY47	GO:0005245
Q6PHS9	GO:0005245
Q8CFG6	GO:0005246
Q8CFG6	GO:0005245
Q8CFG5	GO:0005246
Q8CFG5	GO:0005245
Q7Z3S7	GO:0005245
Q59I44	GO:0016628
Q9LZ20	GO:0015171
O80683	GO:0005516
Q9Y376	GO:0019900
Q9Y376	GO:0030295
Q9Y376	GO:0043539
Q9BRK5	GO:0005509
Q61112	GO:0005509
Q91ZS3	GO:0042802
C5G6D7	GO:0005509
C5G6D7	GO:0034001
C5G6D7	GO:0000287
Q8A2I1	GO:0030341
Q8A2I1	GO:0033999
Q8A2I1	GO:0030340
O88480	GO:0019904
O88480	GO:0030346
O88480	GO:0004864
P84783	GO:0016788
Q9NZU7	GO:0005509
Q9NZU7	GO:0048306
Q9NZU7	GO:0004857
O88751	GO:0005509
O88751	GO:0048306
O88751	GO:0044325
O88751	GO:0008139
O88751	GO:0019904
O88751	GO:0042803
O88751	GO:0031800
Q9NPB3	GO:0005509
Q8C633	GO:0005509
G3CCC1	GO:0016838
G3CCC1	GO:0010333
O75952	GO:0005509
O75952	GO:0019899
Q9D424	GO:0005509
Q9D424	GO:0019904
Q9D424	GO:0046982
P91645	GO:0008331
P91645	GO:0008332
P91645	GO:0005245
O00555	GO:0005262
O00555	GO:0019905
O00555	GO:0005245
P97445	GO:0008331
P27884	GO:0008022
P54282	GO:0005516
P54282	GO:0008331
P54282	GO:0005245
Q00975	GO:0005262
Q00975	GO:0008022
Q00975	GO:0005245
O55017	GO:0008331
O55017	GO:0005245
Q02294	GO:0008331
Q02294	GO:0051721
Q02294	GO:0005245
Q13936	GO:0051393
Q13936	GO:0005516
Q13936	GO:0008331
Q13936	GO:0005245
Q13936	GO:0086056
Q13936	GO:0086007
Q01815	GO:0019899
Q01815	GO:0005245
P22002	GO:0008331
P22002	GO:0044325
P22002	GO:0019904
P22002	GO:0051721
P22002	GO:0031369
P22002	GO:0005245
Q01668	GO:0051393
Q01668	GO:0005245
Q01668	GO:0086007
Q01668	GO:0086059
Q99246	GO:0030506
Q99246	GO:0008331
Q99246	GO:0086059
P27732	GO:0030506
P27732	GO:0008331
P27732	GO:0030165
P27732	GO:0005245
P27732	GO:0086007
Q15878	GO:0005262
Q15878	GO:0005245
Q61290	GO:0047485
Q61290	GO:0005245
Q07652	GO:0008332
Q07652	GO:0005245
O60840	GO:0005245
Q9JIS7	GO:0005245
O43497	GO:0008332
O43497	GO:0097110
O54898	GO:0008332
O95180	GO:0008332
O95180	GO:0097110
Q9EQ60	GO:0008332
Q9P0X4	GO:0005245
Q9Z0Y8	GO:0008332
Q13698	GO:0008331
Q13698	GO:0005245
Q02789	GO:0005245
Q02485	GO:0008331
Q9MZL7	GO:0005262
Q02641	GO:0005245
Q8R3Z5	GO:0008331
Q8R3Z5	GO:0005245
P54283	GO:0051219
P54283	GO:0019904
P54283	GO:0019901
Q08289	GO:0005245
Q8CC27	GO:0051015
Q8CC27	GO:0008331
Q8VGC3	GO:0051015
Q8VGC3	GO:0005246
Q8VGC3	GO:0051219
Q8VGC3	GO:0019904
Q8VGC3	GO:0019901
Q8VGC3	GO:0005245
P54284	GO:0005262
P54284	GO:0005245
P54285	GO:0008331
P54287	GO:0019901
P54287	GO:0005245
O00305	GO:0005262
Q8R0S4	GO:0008331
Q8R0S4	GO:0005245
Q86Y37	GO:0019901
Q9P1Z2	GO:0070016
Q9P1Z2	GO:0008013
Q9P1Z2	GO:0001047
Q9P1Z2	GO:0030374
Q9P1Z2	GO:0008022
Q9P1Z2	GO:0043565
Q9P1Z2	GO:0003713
Q9P1Z2	GO:0003712
Q9P1Z2	GO:0044212
Q8CGU1	GO:0003682
Q8CGU1	GO:0003713
Q13137	GO:0042803
P43155	GO:0004092
P43155	GO:0005102
Q704S8	GO:0004092
P32796	GO:0004092
Q03017	GO:0008134
P55290	GO:0045296
P55290	GO:0071813
P55290	GO:0030169
Q9WTR5	GO:0055100
Q9WTR5	GO:0042803
Q12864	GO:0005178
Q12864	GO:0005215
Q9R100	GO:0005427
P54657	GO:0005509
P54657	GO:0005516
P54657	GO:0042803
P58365	GO:0047485
Q86UP0	GO:0045294
Q86UP0	GO:0008013
Q86UP0	GO:0005509
Q86UP0	GO:0070097
P0AAE8	GO:0043872
P0AAE8	GO:0015295
Q24298	GO:0005509
Q24298	GO:0017022
Q24298	GO:0042803
P86292	GO:0003785
P45594	GO:0003779
P12830	GO:0030506
P12830	GO:0008013
P12830	GO:0098641
P12830	GO:0050839
P12830	GO:0045295
P12830	GO:0001948
P12830	GO:0032794
P09803	GO:0045294
P09803	GO:0008013
P09803	GO:0005509
P09803	GO:0019904
P09803	GO:0019903
Q9SJ25	GO:0045551
P10288	GO:0050840
P10288	GO:0045295
P19022	GO:0045294
P19022	GO:0008013
P19022	GO:0045295
P15116	GO:0019899
P15116	GO:0019903
Q6ZHS4	GO:0045551
Q9Z1Y3	GO:0008013
Q9Z1Y3	GO:0050998
Q9Z1Y3	GO:0032403
Q9Z1Y3	GO:0019901
Q9SJ10	GO:0045551
P34616	GO:0005198
P48523	GO:0045551
O49482	GO:0045551
P33151	GO:0008013
P33151	GO:0044325
P33151	GO:0005102
P55284	GO:0019903
Q02971	GO:0045551
Q0JA75	GO:0045551
Q02972	GO:0047681
Q02972	GO:0045551
P42734	GO:0045551
O24562	GO:0045551
Q9BY67	GO:0005102
Q8R5M8	GO:0030165
Q8R5M8	GO:0042803
Q8R5M8	GO:0005102
Q99N28	GO:0042803
O15943	GO:0045296
O15943	GO:0005509
O15943	GO:0042803
P09085	GO:0000977
P09085	GO:0003700
P9WHR3	GO:0052689
Q5T440	GO:0044822
Q13111	GO:0003682
Q13111	GO:0070087
Q13111	GO:0042802
Q13111	GO:0051082
Q13112	GO:0003682
Q13112	GO:0051082
Q9LXM2	GO:0008408
Q9FMS6	GO:0008408
Q24572	GO:0035035
Q24572	GO:0042393
Q24572	GO:0042826
Q24572	GO:0042803
O74856	GO:0046872
O74856	GO:0004535
O43570	GO:0004089
O43570	GO:0008270
Q8CI85	GO:0004089
Q8N1Q1	GO:0004089
Q9D6N1	GO:0004089
Q9ULX7	GO:0004089
Q9WVT6	GO:0004089
Q99N23	GO:0004089
P00915	GO:0004064
P00915	GO:0004089
P00915	GO:0016836
P00918	GO:0004064
P00918	GO:0004089
P00918	GO:0008270
P00920	GO:0004089
P27139	GO:0004089
P07451	GO:0004089
P16015	GO:0016151
P14141	GO:0004089
P14141	GO:0016791
P22748	GO:0004089
Q64444	GO:0004089
P48284	GO:0004089
P35218	GO:0004089
P23589	GO:0004089
P43165	GO:0004089
Q9Y2D0	GO:0004089
Q9QZA0	GO:0004089
P23280	GO:0004089
P43166	GO:0004089
Q9ERQ8	GO:0004089
P35219	GO:0004089
Q16790	GO:0004089
Q8IU99	GO:0005227
Q8IU99	GO:0042802
Q8IU99	GO:0005244
D3Z291	GO:0005245
D3Z291	GO:0005244
Q92051	GO:0004089
P40881	GO:0004089
Q9WXT2	GO:0046555
Q9WXT2	GO:0005509
Q9WXT2	GO:0047739
Q9WXT2	GO:0016787
P31572	GO:0008735
P31552	GO:0051108
P31552	GO:0051109
P31551	GO:0008809
P39206	GO:0008735
P0AE58	GO:0003700
P31553	GO:0015226
P84708	GO:0015066
P84708	GO:0004568
P43568	GO:0019912
P0DMP5	GO:0050268
P05937	GO:0005509
P05937	GO:0008270
P07171	GO:0005509
P47728	GO:0005509
O86447	GO:0050269
P01263	GO:0031716
P06881	GO:0032403
P06881	GO:0005102
Q99JA0	GO:0031716
Q99JA0	GO:0005102
P01256	GO:0031716
P01256	GO:0005184
P10092	GO:0005184
P30988	GO:0032841
P30988	GO:0004948
P30988	GO:0008565
P30988	GO:0004872
Q60755	GO:0004948
P25117	GO:0032841
P25117	GO:0004948
P79222	GO:0032841
P32214	GO:0032841
P32214	GO:0004948
P01258	GO:0031716
P01258	GO:0042802
P70160	GO:0031716
P70160	GO:0005102
P01257	GO:0031716
P01257	GO:0005184
P12957	GO:0045159
P12957	GO:0044548
Q05682	GO:0003779
Q05682	GO:0098641
Q05682	GO:0005516
Q05682	GO:0005523
Q62736	GO:0003779
P27482	GO:0005509
Q9NZT1	GO:0005509
P49258	GO:0070855
Q9JM83	GO:0005509
P62157	GO:0005509
P62149	GO:0017022
P02599	GO:0005509
P02599	GO:0050839
P02599	GO:0019900
P02599	GO:0019901
P02599	GO:0031013
P62152	GO:0005509
P62152	GO:0032036
P62152	GO:0031489
P62152	GO:0070855
P60204	GO:0005509
P62158	GO:0005509
P62158	GO:0008440
P62158	GO:0044325
P62158	GO:0015276
P62158	GO:0031997
P62158	GO:0043274
P62158	GO:0019904
P62158	GO:0019901
P62158	GO:0072542
P62158	GO:0043539
P62158	GO:0005088
P62158	GO:0031996
P62158	GO:0031432
P62204	GO:0005509
P62203	GO:0005509
P62203	GO:0019899
P62161	GO:0008179
P62161	GO:0005509
P62161	GO:0048306
P62161	GO:0030234
P62161	GO:0044325
P62161	GO:0050998
P62161	GO:0030235
P62161	GO:0043548
P62161	GO:0019904
P62161	GO:0047485
P62161	GO:0031800
P05933	GO:0005509
P69097	GO:0005509
P62155	GO:0005102
P06787	GO:0005509
P06787	GO:0048306
Q9D9Q6	GO:0044183
Q16602	GO:0001605
Q16602	GO:0004930
Q16602	GO:0008565
Q9R1W5	GO:0001635
P27798	GO:0005509
Q23858	GO:0005509
P27797	GO:0050681
P27797	GO:0030246
P27797	GO:0051087
P27797	GO:0001849
P27797	GO:0001948
P27797	GO:0005178
P27797	GO:0003729
P27797	GO:0044822
P27797	GO:0044183
P27797	GO:0031625
P27797	GO:0051082
P27797	GO:0008270
P14211	GO:0005509
P14211	GO:0030246
P14211	GO:0003729
P18418	GO:0005509
P18418	GO:0001948
P18418	GO:0042562
P18418	GO:0005506
P18418	GO:0003729
P18418	GO:0042277
P18418	GO:0051082
O43852	GO:0005509
O35887	GO:0005509
O35783	GO:0005509
O35783	GO:0019899
O35783	GO:0004857
P34652	GO:0005509
P27824	GO:0005509
P27824	GO:0044822
P35565	GO:0034185
P35565	GO:0001948
P35565	GO:0035255
P35565	GO:0051082
P36581	GO:0005509
P27825	GO:0051082
Q7K5N4	GO:0003682
Q7K5N4	GO:0004843
Q9NYX4	GO:0032051
P58821	GO:0050780
P58821	GO:0032403
G5EGK5	GO:0005109
G5EGK5	GO:0004714
G5EGK5	GO:0017147
O80673	GO:0005516
O80673	GO:0004683
Q9ZUZ2	GO:0005516
Q9ZUZ2	GO:0004674
Q9FIM9	GO:0004674
Q63092	GO:0005516
Q93TU6	GO:0016823
Q5T5Y3	GO:0008017
Q5T5Y3	GO:0030507
D3Z8E6	GO:0005516
D3Z8E6	GO:0030507
Q08AD1	GO:0051011
Q9P1Y5	GO:0051011
Q9C5D7	GO:0042409
O49499	GO:0042409
Q84CG1	GO:0016842
Q9HC96	GO:0004198
Q9ES66	GO:0008092
Q9ES66	GO:0000149
Q9UMQ6	GO:0004198
Q9UMQ6	GO:0008233
O75808	GO:0004198
O75808	GO:0008234
O75808	GO:0008233
O75808	GO:0003700
F4IZC5	GO:0004518
O35350	GO:0004198
P97571	GO:0005509
P97571	GO:0004198
P97571	GO:0008092
P04817	GO:0015181
P04817	GO:0015174
F4IH31	GO:0004520
F4IH31	GO:0004521
Q92178	GO:1990782
P17655	GO:0008234
O08529	GO:0004198
O08529	GO:0008233
Q07009	GO:0005509
Q07009	GO:0004198
Q07009	GO:0008092
Q07009	GO:0046982
P20807	GO:0003824
P20807	GO:0008234
P20807	GO:0055103
P20807	GO:0008233
P20807	GO:0004871
P20807	GO:0031432
Q64691	GO:0005509
Q64691	GO:0004198
Q64691	GO:0032947
Q64691	GO:0031402
Q64691	GO:0008307
P16259	GO:0004198
P16259	GO:0019899
P16259	GO:0008233
P16259	GO:0005102
P16259	GO:0031432
Q22036	GO:0004197
O15484	GO:0004198
Q9Y6Q1	GO:0004198
O35646	GO:0008017
Q9Y6W3	GO:0004175
Q9Y6W3	GO:0090541
O14815	GO:0005509
O14815	GO:0004198
O35920	GO:0005509
O35920	GO:0004198
Q11002	GO:0004198
P63098	GO:0019904
Q63810	GO:0019899
Q63810	GO:0004721
P63100	GO:0004721
G5EDN6	GO:0005509
Q9VT65	GO:0004198
Q9UU93	GO:0008597
P97536	GO:0017025
Q6ZQ73	GO:0017025
Q9R0L4	GO:0017025
Q8WVQ1	GO:0004871
Q5AJ71	GO:0004089
P61517	GO:0004089
P61517	GO:0008270
P45148	GO:0004089
P45148	GO:0008270
P53615	GO:0004089
Q9P7F2	GO:0008131
Q9MBA1	GO:0010277
P19198	GO:0030552
P20160	GO:0043395
P20160	GO:0008201
P20160	GO:0008233
Q8ITC7	GO:0008188
P40121	GO:0098641
P40121	GO:0032403
P40121	GO:0019904
Q9D3A8	GO:0050998
O54960	GO:0050998
O54960	GO:0030165
O54960	GO:0002020
Q9MAH0	GO:0008964
P04711	GO:0008964
Q5GM68	GO:0008964
Q84VW9	GO:0008964
Q8XLE8	GO:0008964
P30694	GO:0008964
O27026	GO:0000287
O27026	GO:0008964
Q4JCJ1	GO:0000287
Q4JCJ1	GO:0008964
Q97WG4	GO:0000287
Q97WG4	GO:0008964
Q9FV66	GO:0008964
Q9FV65	GO:0008964
Q43299	GO:0008964
P00864	GO:0008964
Q9I7D3	GO:0003723
Q14444	GO:0044822
Q5M9G3	GO:0003723
Q6IMN6	GO:0005102
Q80TJ1	GO:0019901
Q62717	GO:0005509
Q62717	GO:0005546
Q68985	GO:0042802
Q24120	GO:0008017
Q9W2N0	GO:0046982
Q10434	GO:0051015
P28495	GO:0051015
P34686	GO:0051015
P48603	GO:0046982
P47756	GO:0003779
P47756	GO:0098641
P47757	GO:0048487
Q9HGP5	GO:0051015
P13517	GO:0051015
P17555	GO:0003779
P17555	GO:0008179
P17555	GO:0042802
Q5A651	GO:0004190
Q9BXL7	GO:0050700
Q9BXL6	GO:0050700
Q9FHP6	GO:0005543
P13773	GO:0030552
P13773	GO:0001646
P13773	GO:0004871
P34907	GO:0030552
P34907	GO:0001646
P34907	GO:0004871
P35352	GO:0030552
P35352	GO:0001646
P35352	GO:0004871
Q9LVH4	GO:0005543
Q9TX43	GO:0030552
Q9TX43	GO:0004871
Q8G8B6	GO:0051537
Q8G8B6	GO:0018564
Q8GI16	GO:0051537
Q8GI16	GO:0008901
Q8GI14	GO:0051537
Q8GI14	GO:0071949
Q8GI14	GO:0008860
Q8GI14	GO:0004324
Q8GI14	GO:0051287
Q8GI14	GO:0050661
F1CYZ5	GO:0016782
Q9LVW7	GO:0004088
Q42601	GO:0004088
P00968	GO:0016597
P00968	GO:0005524
P00968	GO:0004087
P00968	GO:0046872
P00968	GO:0000166
P38100	GO:0004088
Q9AQM4	GO:0016823
Q9Y2G2	GO:0008656
Q9Y2G2	GO:0032089
Q9Y2G2	GO:0042803
Q9H257	GO:0050700
Q9H257	GO:0042803
Q9EPY0	GO:0019904
Q9NXV6	GO:0002039
Q5VZK9	GO:0032403
Q6EDY6	GO:0032403
Q6F5E8	GO:0005543
Q6F5E8	GO:0032403
Q7Q2B7	GO:0035242
Q7Q2B7	GO:0035241
Q9VH48	GO:0042054
Q9VH48	GO:0035242
Q9VH48	GO:0035241
Q86X55	GO:0008013
Q86X55	GO:0042054
Q86X55	GO:0008469
Q9WVG6	GO:0042054
Q9WVG6	GO:0035642
Q9WVG6	GO:0030374
Q9WVG6	GO:0070577
Q9WVG6	GO:0042803
Q9WVG6	GO:0008276
Q9WVG6	GO:0016274
Q9WVG6	GO:0035242
Q9WVG6	GO:0003713
Q9WVG6	GO:0044212
F1N9S8	GO:0030735
Q8N4J0	GO:0030735
Q5BJZ6	GO:0030735
P53934	GO:0030735
P53934	GO:0008757
Q95VZ3	GO:0017024
P0CY27	GO:0004190
P0DJ06	GO:0004190
P0DJ06	GO:0008144
P0CY29	GO:0004190
Q5AEM6	GO:0004190
Q59SU1	GO:0004190
P07267	GO:0008233
Q8N187	GO:0003677
Q8N187	GO:0003700
Q8VHI4	GO:0000978
Q8VHI4	GO:0003700
Q8VHI4	GO:0001077
D4A7U2	GO:0003677
D4A7U2	GO:0003700
Q9VIK2	GO:1905131
Q9VIK2	GO:0005326
P56388	GO:0005184
P38605	GO:0016871
Q8W3Z4	GO:0016871
Q6BE25	GO:0016871
Q46896	GO:0017108
Q46896	GO:0008821
Q1KLZ2	GO:0050017
O82139	GO:0016871
Q2XPU6	GO:0016871
Q76MX2	GO:0004124
Q76MX2	GO:0050017
Q9KFX8	GO:0004520
Q9KFX8	GO:0000287
Q9KFX8	GO:0042803
Q8W3Z3	GO:0016871
Q1KLZ1	GO:0050017
P38036	GO:0008296
P38036	GO:0033680
P38036	GO:0097098
P38036	GO:0003690
P38036	GO:0000287
P38036	GO:0000014
F2XG53	GO:0004536
A3MTK6	GO:0051537
A3MTK6	GO:0045145
A3MTK6	GO:0000014
Q97TX9	GO:0051539
Q97TX9	GO:0030145
Q97TX9	GO:0045145
Q46898	GO:0071667
Q46898	GO:0003723
Q46897	GO:0004521
Q46897	GO:0003723
Q99ZW2	GO:0008408
Q99ZW2	GO:0003677
Q99ZW2	GO:0004520
P02663	GO:0042803
P02663	GO:0035375
P02666	GO:0019870
P02666	GO:0042803
P05814	GO:0005509
P05814	GO:0004857
Q6TDU8	GO:0048487
Q6TDU8	GO:0008017
O15234	GO:0019899
O15234	GO:0042802
O15234	GO:0044822
O15234	GO:0031625
Q46899	GO:0071667
Q46899	GO:0003723
P02668	GO:0042802
P02668	GO:0035375
Q9SIH4	GO:0042803
O02002	GO:1990525
O02002	GO:0004197
O02002	GO:0097200
P29466	GO:0008656
P29466	GO:0004197
P29466	GO:0004175
P29452	GO:0004197
P29452	GO:0008233
P43527	GO:0097110
P42575	GO:0004197
P42575	GO:0019904
P29594	GO:0097153
Q9ZQI2	GO:0042803
P42574	GO:0004190
P42574	GO:0008656
P42574	GO:0004197
P42574	GO:0097153
P42574	GO:0097200
P42574	GO:0008233
P70677	GO:0004190
P70677	GO:0004861
P70677	GO:0004197
P70677	GO:0097153
P70677	GO:0097200
P70677	GO:0008234
P70677	GO:0008233
P70677	GO:0004252
P55213	GO:0008234
P55213	GO:0005123
P55213	GO:0016005
P55213	GO:0002020
P55213	GO:0032403
P51878	GO:0008234
P55212	GO:0004197
P55212	GO:0008234
P55212	GO:0042802
O08738	GO:0004175
O35397	GO:0004175
P55210	GO:0004197
P55210	GO:0008234
P97864	GO:0004190
P97864	GO:0004197
P97864	GO:0097153
Q8IRY7	GO:0008656
Q8IRY7	GO:0004175
Q14790	GO:0004197
Q14790	GO:0097153
Q14790	GO:0097199
Q14790	GO:0008234
Q14790	GO:0035877
Q14790	GO:0042802
Q14790	GO:0008233
Q14790	GO:0097110
Q14790	GO:0031625
O89110	GO:0004197
O89110	GO:0097153
O89110	GO:0004175
O89110	GO:0008233
O89110	GO:0046982
Q9JHX4	GO:0004197
Q9JHX4	GO:0005123
Q9JHX4	GO:0032403
Q9JHX4	GO:0005164
P55211	GO:0004197
P55211	GO:0008047
P55211	GO:0008233
P55211	GO:0019901
P55211	GO:0017124
Q8C3Q9	GO:0004197
Q8C3Q9	GO:0008233
Q92851	GO:0004197
Q92851	GO:0097199
Q92851	GO:0035877
Q92851	GO:0031625
O08736	GO:0004197
Q920D5	GO:0008234
Q920D5	GO:0004175
Q920D5	GO:0002020
O75601	GO:0004197
P31944	GO:0004197
O89094	GO:0008233
P70403	GO:0003682
P70403	GO:0003677
P70403	GO:0043565
P70403	GO:0001205
P31415	GO:0005509
O09165	GO:0005509
P07221	GO:0005509
P19633	GO:0005509
O14958	GO:0005509
O14958	GO:0048306
O09161	GO:0005509
P51868	GO:0042803
P51868	GO:0005080
P41180	GO:0004930
P41180	GO:0004435
P48442	GO:0005509
P48442	GO:0008144
P48442	GO:0004930
P48442	GO:0005178
P48442	GO:0044325
P48442	GO:0000287
P48442	GO:0019808
P48442	GO:0019901
E2IUB0	GO:0016871
Q7M3M8	GO:0003677
Q9C168	GO:0004096
Q9C168	GO:0020037
Q9URZ4	GO:0015181
Q9URZ4	GO:0015189
P39113	GO:0000978
P39113	GO:0001077
Q96528	GO:0050897
Q27487	GO:0004096
Q27487	GO:0004601
P25819	GO:0004096
P25819	GO:0050897
O61235	GO:0004096
O61235	GO:0004601
Q42547	GO:0050897
P07773	GO:0018576
P07773	GO:0008199
P00432	GO:0004096
P00432	GO:0019899
Q64405	GO:0019166
Q59337	GO:0004096
O77229	GO:0004096
P17336	GO:0004096
P55305	GO:0004096
P04040	GO:0016209
P04040	GO:0004096
P04040	GO:0019899
P04040	GO:0020037
P04040	GO:0050661
P04040	GO:0042803
P04040	GO:0005102
P24270	GO:0004046
P24270	GO:0004096
P24270	GO:0016684
O52762	GO:0004096
P04762	GO:0004096
P55306	GO:0004096
P15202	GO:0004096
Q92405	GO:0004096
Q877A8	GO:0004096
Q55DH8	GO:0004096
P07858	GO:0005518
P07858	GO:0004197
P07858	GO:0008234
P07858	GO:0008233
P07858	GO:0043394
P07858	GO:0004252
P00787	GO:0004197
P00787	GO:0004175
P00787	GO:0030984
P00787	GO:0042277
P00787	GO:0032403
P00787	GO:0043621
P53634	GO:0008234
P97821	GO:0016505
P97821	GO:0004252
P80067	GO:0051087
P80067	GO:0031404
P80067	GO:0042802
P80067	GO:0019902
P80067	GO:0043621
O93428	GO:0004190
P07339	GO:0004190
P07339	GO:0004197
P07339	GO:0004252
P18242	GO:0004190
P18242	GO:0016787
P18242	GO:0008233
P24268	GO:0004175
P24268	GO:0042277
Q805F3	GO:0004190
P21179	GO:0004096
P21179	GO:0020037
P21179	GO:0042802
P21179	GO:0005506
P14091	GO:0004190
P70269	GO:0004190
P70269	GO:0042803
P16228	GO:0004190
Q9UBX1	GO:0004197
P08311	GO:0008201
P08311	GO:0008233
P08311	GO:0004252
P09668	GO:0004177
P09668	GO:0008656
P09668	GO:0004197
P09668	GO:0008234
P09668	GO:0004175
P09668	GO:0030108
P09668	GO:0008233
P09668	GO:0070324
P49935	GO:0008656
P49935	GO:0004197
P49935	GO:0004175
P49935	GO:0016505
P49935	GO:0004252
P00786	GO:0004177
P00786	GO:0030984
P00786	GO:0032403
P00786	GO:0043621
Q8WUQ7	GO:0044822
P43235	GO:0005518
P43235	GO:0004197
P43235	GO:0008234
P43235	GO:0001968
P43235	GO:0043394
P43235	GO:0004252
O35186	GO:0008234
Q9GKL8	GO:0004197
P07711	GO:0005518
P07711	GO:0004197
P07711	GO:0008234
P07711	GO:0001968
P07711	GO:0042393
P07711	GO:0043394
P07711	GO:0004252
P07711	GO:0097655
P06797	GO:0016807
P06797	GO:0042393
P07154	GO:0004177
P07154	GO:0004197
P07154	GO:0030984
P07154	GO:0042277
P07154	GO:0032403
O60911	GO:0004197
O60911	GO:0008234
O60911	GO:0004252
Q24940	GO:0004197
Q24940	GO:0004175
Q95029	GO:0004197
Q95029	GO:0008233
P43234	GO:0004197
P05434	GO:0045504
P25774	GO:0005518
P25774	GO:0004197
P25774	GO:0001968
P25774	GO:0043236
P25774	GO:0043394
P25774	GO:0004252
O70370	GO:0004197
O70370	GO:0008233
Q02765	GO:0008234
Q02765	GO:0004252
P06115	GO:0004096
P56202	GO:0008234
Q9UBR2	GO:0008234
Q9R1T3	GO:0004197
P33724	GO:0005198
Q03135	GO:0051117
Q03135	GO:0015485
Q03135	GO:0019899
Q03135	GO:0042802
Q03135	GO:0070320
Q03135	GO:0044325
Q03135	GO:0050998
Q03135	GO:0032947
Q03135	GO:0019901
Q03135	GO:0048365
Q03135	GO:0005102
Q03135	GO:0005198
P49817	GO:0050998
P49817	GO:0016504
P49817	GO:0030674
P49817	GO:0032947
P49817	GO:0046982
P49817	GO:0019901
P41350	GO:0044325
P41350	GO:0019900
P41350	GO:0097371
P41350	GO:0050998
P41350	GO:0001179
P41350	GO:0000149
P41350	GO:0019905
Q18879	GO:0005319
Q18879	GO:0004871
P51636	GO:0031748
P51636	GO:0042803
Q9WVC3	GO:0030674
Q9WVC3	GO:0032947
Q9WVC3	GO:0046982
Q9WVC3	GO:0019901
Q9WVC3	GO:0097110
Q2IBC5	GO:0031435
Q2IBC5	GO:0051219
Q2IBC5	GO:0000149
Q2IBC5	GO:0019905
P56539	GO:0005246
P56539	GO:0071253
P56539	GO:0044325
P56539	GO:0008022
P56539	GO:0032403
P56539	GO:0032947
P56539	GO:0017080
P51637	GO:0043014
P51637	GO:0071253
P51637	GO:0044325
P51638	GO:0019899
P51638	GO:0044325
P51638	GO:0050998
P51638	GO:0019870
P51638	GO:0032947
Q95RV2	GO:0042162
Q39253	GO:0015369
Q39254	GO:0015369
Q93Z81	GO:0015369
Q945S5	GO:0015368
Q945S5	GO:0015369
P53223	GO:0047874
Q75XW3	GO:0015369
P74072	GO:0015369
Q13938	GO:0005509
P52907	GO:0003779
P52907	GO:0098641
Q8WU43	GO:0044822
P0CJ48	GO:0016168
Q8VZ87	GO:0016168
P04778	GO:0016168
Q9S7M0	GO:0005198
F4K2R6	GO:0005516
F4K2R6	GO:0043565
F4K2R6	GO:0003700
A5JTM6	GO:0018861
Q9LCU3	GO:0018787
A5JTM5	GO:0018787
Q66L44	GO:0044325
P86831	GO:0018861
P86832	GO:0018861
A3DHD2	GO:0005509
A3DHD2	GO:0030248
A3DHD2	GO:0048028
A3DHD2	GO:2001062
